Data;s_1001;s_1002;s_1003;s_1004;s_1005;s_1006;s_1007;s_1008;s_1009;s_1010;s_1011;s_1012;s_1013;s_1014;s_1015;s_1016;s_1018;s_1019;s_1020;s_1021;s_1022;s_1028;s_1029;s_1030;s_1031;s_1032;s_1033;s_1034;s_1035;s_1036;s_1037
dez/99;NA;NA;NA;NA;18,8372042;49,72775171;96,57919793;NA;84,6329753;76,79548703;92,60922109;1396783753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/00;NA;NA;NA;NA;17,89565283;47,23932134;97,249671;NA;85,73587928;76,68609189;93,37616139;1582031864;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/00;NA;NA;NA;NA;17,65722003;44,33652043;97,16630272;NA;85,06851241;80,2900738;93,85197374;1478240626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/00;NA;NA;NA;NA;17,57808507;44,11108053;96,75278928;NA;83,91742024;74,50953179;91,383866;1672527270;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/00;NA;NA;NA;NA;18,11519878;45,18399302;97,4019457;NA;85,4174187;78,82821942;94,32688117;1511746539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/00;NA;NA;NA;NA;17,64811813;46,92686953;99,20083926;NA;84,38069568;78,77125257;93,52814388;1498903651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/00;NA;NA;NA;NA;17,23559755;46,05545668;100,6129172;NA;84,04715836;76,03317287;93,32165054;1618262146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/00;NA;NA;NA;NA;16,47686276;45,26058259;101,6867354;NA;84,31289434;85,661324;95,99330911;1557261753;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/00;NA;NA;NA;NA;16,50529589;43,87779745;101,0568686;NA;83,54128837;78,00557496;95,1892923;1610503245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/00;NA;NA;NA;NA;16,23182034;42,92869138;99,56799549;NA;84,45401516;79,51308979;95,04696957;1626033637;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/00;NA;NA;NA;NA;16,07437987;44,37332689;98,88716648;NA;85,76277903;83,7240706;97,93126013;1615451651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/00;NA;NA;NA;NA;15,82502441;44,1283984;99,22829596;NA;85,23170534;84,49196645;98,86757983;1679144597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/00;NA;NA;NA;NA;15,62212002;43,17350963;100,259065;NA;86,01906093;95,81307811;100,554169;1416355419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/01;NA;NA;NA;NA;15,44369582;42,1984347;101,2519734;NA;85,09220625;86,66869204;98,95339095;1748011995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/01;NA;NA;NA;NA;15,43815661;39,27936372;101,9053001;NA;84,73044247;81,82145949;98,41603274;1686594635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/01;NA;NA;NA;NA;15,30031999;40,10965989;101,9261038;NA;84,77720129;81,88441;99,11229745;1672549218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/01;NA;NA;NA;NA;15,07989135;40,88823617;102,5855658;NA;83,88887251;80,25881358;98,20537441;1747925273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/01;NA;NA;NA;NA;14,8110494;41,6296092;101,5696416;NA;84,0972164;81,39516189;100,4411449;1748048266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/01;NA;NA;NA;NA;14,50177168;46,01189079;101,5507836;NA;84,79694964;84,53430515;100,5652413;1642952764;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/01;NA;NA;NA;NA;14,28514094;44,28759029;98,74465104;NA;84,34211043;85,31167986;102,7141248;1748233842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/01;NA;NA;NA;NA;14,24625212;46,0638049;97,69245835;NA;84,76213804;88,27944733;101,5954155;1638541657;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/01;NA;NA;NA;NA;14,453787;44,1215903;97,83114009;NA;84,07875463;85,00334759;101,4095015;1717148986;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/01;NA;NA;NA;NA;15,10128537;43,52797466;97,3234039;NA;83,25705781;85,23330927;99,60708265;1677063381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/01;NA;NA;NA;NA;15,095359;43,25063355;98,00220999;NA;85,03969143;86,94638971;99,61141024;1610495294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/01;NA;NA;NA;NA;15,47913559;44,33142626;96,33684336;NA;82,2664804;81,77754133;96,49221361;1688907596;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/02;95,03940486;NA;NA;NA;15,56158973;45,74481801;96,17285523;NA;83,91200581;78,82619178;99,02625365;1391059780;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/02;96,41721261;NA;NA;NA;15,73315159;47,73175278;96,50410131;NA;84,14836068;78,67550125;98,89463733;1769738576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/02;95,81475171;NA;NA;NA;15,72409426;48,12826815;97,13293912;NA;83,68206158;78,58313404;98,80560231;1617764767;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/02;96,12697741;NA;NA;NA;15,20944826;47,89828691;97,99301888;NA;83,67577224;79,53169744;100,4309126;1756933331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/02;96,36116729;NA;NA;NA;15,42664323;47,9464104;98,36262044;NA;83,13204299;77,78578088;99,75106154;1702430621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/02;97,79351501;NA;NA;NA;15,31264471;46,07877403;98,49150654;NA;83,32952733;87,49749572;103,8197535;1695050368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/02;91,39174882;NA;NA;NA;15,5048833;44,0873144;99,9095757;NA;84,21864008;85,88704673;102,5148784;1680267909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/02;97,52113994;NA;NA;NA;15,24717183;42,84281155;99,13073664;NA;85,26442119;94,65499329;107,7643259;1677544082;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/02;99,46470143;NA;NA;NA;15,38659056;42,96521861;99,82801337;NA;85,13072458;97,49566267;104,649059;1646391839;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/02;96,65708519;NA;NA;NA;14,92331109;40,84146207;98,31604347;NA;83,06819395;95,98911164;106,0373218;1540154316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/02;100,0530818;NA;NA;NA;14,87225842;43,4490073;96,35916852;NA;83,99944715;89,41614176;102,1326863;1609296100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/02;96,01288015;NA;NA;NA;14,93522978;43,66157651;94,5846474;NA;84,50972832;97,93508468;101,1933219;1681554743;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/03;97,79146659;NA;NA;101,1312631;15,39746155;45,76437192;92,39943381;NA;83,63503057;112,4769395;106,5322653;1652102654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/03;99,92687713;NA;NA;107,292305;15,5451083;45,75939238;90,92705287;NA;79,35925459;128,1647662;108,343939;1621840404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/03;97,42784352;NA;NA;106,1573167;15,23348545;47,03367191;90,13472362;NA;80,80740028;150,4610731;113,058913;1556445415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/03;98,76920731;NA;NA;108,3845194;15,78434503;43,61170094;88,12353224;NA;83,5651539;131,5043453;111,798967;1309093751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/03;96,32798316;NA;NA;103,7041757;15,98890886;42,76137563;87,86574211;NA;82,58996839;122,4653214;107,6112915;1504437494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/03;90,44062443;NA;NA;100,0837824;16,90164733;41,98818931;87,01064334;NA;82,16679689;97,67405012;101,7113322;1883692236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/03;85,19416258;NA;NA;97,17178842;17,19027324;42,81921559;86,53735806;NA;81,12719263;96,00366004;102,0187001;1407286774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/03;92,17110665;NA;NA;99,04986774;17,51466642;42,74615507;88,43557105;NA;81,34500874;97,30889699;101,4258668;1555849051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/03;98,25936437;NA;NA;101,9674052;17,62002424;43,72132984;88,03871494;NA;82,31402767;102,9970054;104,8158182;1520239936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/03;97,52727682;NA;NA;102,176862;17,54635292;44,19167705;89,65408327;NA;82,12334784;104,274384;105,6542619;1651237763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/03;100,0059246;NA;NA;105,7383668;17,47293412;43,54673593;89,77810862;NA;82,34862938;97,75650808;103,9949791;1965339771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/03;98,07866443;NA;NA;99,98033561;16,80156616;42,76547714;91,58233796;NA;81,46781333;100,3624657;100,9156073;1703286691;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/04;99,62369769;55,7662396;NA;103,6814059;16,52437757;43,95452953;92,01555926;NA;81,79525937;104,5145022;105,5923446;1506712377;NA;NA;62464,84297;2,844768098;0,888563713;NA;NA;1742259,702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/04;98,05144001;56,8302331;NA;102,1145906;16,64781551;44,89511815;91,44946153;NA;82,60358687;106,6273649;105,8270677;1615688366;NA;NA;62164,76402;2,852901673;0,900287436;NA;NA;1747152,684;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/04;102,5027033;57,86893548;NA;111,4214702;17,16000912;45,12322016;90,43243952;NA;83,70845176;114,6079008;109,639406;1658573375;NA;NA;62434,0338;2,718814806;0,891860163;NA;NA;1756265,296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/04;102,483736;58,19257284;NA;109,0330975;17,11715966;44,7010945;92,08231675;NA;84,25258452;123,3747208;111,4897405;1450051821;NA;NA;62691,36012;2,620156548;0,890477813;NA;NA;1760428,261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/04;102,1766191;59,1548882;NA;105,3851487;16,51778742;42,90197184;92,87877051;NA;84,17356936;122,1930224;111,0022845;1639010103;NA;NA;63600,6839;2,501977298;0,886120831;NA;NA;1771311,229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/04;104,6825201;58,96363235;NA;105,4059734;16,07888314;44,02673296;93,45255382;NA;85,36972369;128,0388449;113,4030948;1519545232;NA;NA;63137,53556;2,392683966;0,894809761;NA;NA;1781210,194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/04;106,7996314;60,33650334;NA;105,8742094;15,76955768;43,36927897;92,55868052;NA;84,98058847;133,8078115;116,2023938;1696350597;NA;NA;63275,91683;2,274150145;0,865097248;NA;NA;1794434,544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/04;101,7755285;59,61987778;NA;104,701723;15,54280078;44,48941519;90,28569047;NA;84,19462219;121,2321621;112,9136133;1679302230;NA;NA;63915,67216;2,164389496;0,922246118;NA;NA;1802719,757;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/04;96,5407007;58,67492228;NA;103,9988191;14,92063329;44,17307185;89,59521308;NA;83,53631884;114,644137;110,1845;1548091842;NA;NA;64748,82323;2,044473284;0,907670749;NA;NA;1809800,184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/04;103,3981286;60,73934355;NA;106,38219;14,71317593;45,4276716;87,49511366;NA;84,14301414;111,9996313;109,7736314;1646238895;NA;NA;66111,04424;1,999952533;0,89814424;NA;NA;1816744,495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/04;98,07158285;59,29880383;NA;105,7848838;14,7042068;45,69606116;89,53161882;NA;82,89602043;123,298725;111,1823693;1622266197;NA;NA;66058,7046;2,012984216;0,904857304;NA;NA;1816806,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/04;98,21425639;60,56183785;NA;105,8912382;15,29577711;44,81588564;89,62038527;NA;83,06165277;125,1085248;109,4874986;1756515314;NA;NA;67265,37801;1,99858903;0,898827713;NA;NA;1825820,086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/05;100,4709871;59,99455506;NA;103,3661594;15,52736938;42,28613317;91,5473867;NA;83,62480401;117,1104974;109,135859;1397174545;NA;NA;68806,23143;1,990033294;0,898856138;NA;NA;1840340,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/05;97,62910328;59,04753533;NA;101,0301555;15,15384649;41,33848594;92,29664562;NA;83,04470891;124,7838514;109,7944851;1603648295;NA;NA;70164,07335;1,988896195;0,911014071;NA;NA;1842513,557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/05;98,39782804;57,47202285;NA;104,2798344;14,47812913;41,36354834;93,12408909;NA;83,16745723;115,9835864;108,859166;1723262132;NA;NA;70595,23321;2,039645453;0,891952844;NA;NA;1848076,509;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/05;98,67696276;56,82263087;NA;103,1517025;14,17182164;41,95800456;94,020197;NA;82,64646121;113,3814484;106,6208905;1773093190;NA;NA;71405,57726;2,089261758;0,890945944;NA;NA;1855768,211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/05;100,1969893;54,38900915;NA;104,7615755;14,21655004;41,93990846;93,41271405;NA;83,10441316;120,381349;108,0424996;1758318872;NA;NA;71905,57748;2,129840012;0,886274577;NA;NA;1855643,355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/05;101,960517;56,31993291;NA;106,3478881;14,32386251;40,71463666;93,83137955;NA;81,47943563;107,5506741;105,9320976;1784620578;NA;NA;72994,54447;2,196277883;0,895500247;NA;NA;1858000,301;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/05;99,88094566;56,34382538;NA;105,1012493;13,94820037;40,76589207;94,77285849;NA;80,4974261;113,2690051;105,356309;1803987759;NA;NA;73975,29803;2,254096249;0,875249163;NA;NA;1855659,549;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/05;102,2522527;55,11303642;NA;106,1716448;14,30332917;39,05249689;96,52695402;NA;81,64600863;105,681176;105,7368687;1847496142;NA;NA;75600,87899;2,319456884;0,911279865;NA;NA;1852564,215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/05;94,91822247;53,61838626;NA;104,1400798;14,61337124;38,71036547;98,24181726;NA;80,81706922;101,5491955;103,0966204;1967531221;NA;NA;75352,25561;2,445084844;0,848050074;NA;NA;1856420,044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/05;97,32680192;54,26872801;NA;104,1707956;14,77823711;36,43504823;96,54357943;NA;81,48508777;98,76477428;101,5247039;2186587221;NA;NA;76621,83547;2,528440937;0,866667117;NA;NA;1867792,684;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/05;96,56820636;55,75544964;NA;105,098951;14,9023646;36,85949796;96,19433;NA;81,83161539;90,83089846;99,89815791;1884491108;NA;NA;78169,72632;2,559407432;0,864106729;NA;NA;1876421,269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/05;100,9038755;56,96647413;NA;105,706204;14,62637911;37,11008704;93,51741786;NA;82,36147374;121,5184424;104,6387852;1859666121;NA;NA;80771,43562;2,661808954;0,856322176;NA;NA;1876506,742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/06;95,9574599;55,39482403;NA;107,7552951;14,38520705;36,75826805;95,14244495;NA;81,79945395;91,24179688;100,2358024;1943425856;NA;NA;80329,00336;2,757528086;0,880423667;NA;NA;1874752,181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/06;96,78177465;55,1846609;NA;109,0841196;14,46928969;36,92835952;95,93216535;NA;80,99881845;101,6244775;100,3876727;1878335993;NA;NA;81531,38006;2,770229497;0,863079864;NA;NA;1877086,915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/06;94,70629447;55,70609071;NA;108,8119149;14,88080465;38,75595599;95,33612406;NA;81,22359787;90,88330187;97,36562848;1950641543;NA;NA;82895,48906;2,81283637;0,882059377;NA;NA;1878202,299;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/06;93,75426305;56,64368686;NA;108,9016171;14,91138243;39,29900612;94,6365009;NA;81,09696103;99,31079869;99,40843497;1873357423;NA;NA;84048,84032;2,806135087;0,881519619;NA;NA;1881055,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/06;95,32221261;56,12208355;NA;108,9827372;14,57538224;38,7479259;94,85537576;NA;80,96018476;96,79192528;97,92381297;1833076534;NA;NA;85461,57825;2,833435077;0,887433828;NA;NA;1885694,058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/06;95,06785165;53,90957053;NA;107,7268962;14,2885908;38,36067437;94,95121907;NA;80,79293892;98,40636521;99,68484131;2002164695;NA;NA;87711,60441;2,811555073;0,876175645;NA;NA;1890610,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/06;97,1545201;56,56208592;NA;108,6348672;14,25227197;37,07232066;95,20003181;NA;81,67119325;98,90061195;99,08034123;1879149393;NA;NA;87811,7002;2,890173722;0,895315628;NA;NA;1896661,305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/06;97,45843044;56,30561688;NA;108,8387502;14,17023867;37,64218093;92,59229795;NA;81,65094914;101,8556947;99,24832175;1794224097;NA;NA;88324,8799;3,06315351;0,850020724;NA;NA;1899649,066;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/06;100,0018915;57,61682834;NA;110,4259943;14,10447769;37,37447928;95,59082241;NA;82,94535992;99,32028837;99,83500198;2073145212;NA;NA;89065,03984;3,226693332;0,898816395;NA;NA;1901515,846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/06;98,06733545;56,67336084;NA;108,8623035;14,25073217;37,58867483;98,0174754;NA;82,24226961;103,4646593;100,5873841;1924015875;NA;NA;89335,45155;3,39464739;0,885286264;NA;NA;1902790,229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/06;99,37427944;57,31749873;NA;108,883664;14,09198732;38,01281738;101,7858754;NA;83,43012353;114,0997591;103,530715;1876750275;NA;NA;89916,2148;3,039987723;0,8725179;NA;NA;1903074,539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/06;101,497281;59,32667404;NA;111,4595549;13,87736317;39,31252952;100,4813594;NA;84,65462575;106,3678879;103,9658173;1617013810;NA;NA;91189,9549;2,788702588;0,932096709;NA;NA;1916438,832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/07;99,67641986;59,02660099;NA;112,8933214;13,30561223;38,89140252;98,87458396;NA;84,56076868;107,5287891;104,0204546;1927021557;93,68653679;NA;92373,87326;2,800411901;0,892624561;NA;410035,57;1926905,849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/07;101,955047;59,11792125;NA;115,3482955;13,10456476;38,29370112;99,49285541;NA;84,30400337;102,6502633;103,1664399;1837586830;97,47066231;NA;93921,8058;2,775954666;0,884895652;NA;414829,4543;1934804,529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/07;104,5442805;60,17701275;NA;113,5158136;12,84689837;34,93811225;99,80482204;NA;83,65382729;110,7820992;105,4684652;1740370661;110,6745068;NA;93420,53668;2,735853782;0,891759316;NA;413245,1509;1942076,787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/07;108,2957271;60,86297856;NA;115,0908672;13,07092702;34,40835156;101,4758157;NA;83,14911256;108,6504475;106,7048434;1837947343;91,27601276;NA;96512,15866;2,70989953;0,902770783;NA;414082,58;1955623,415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/07;105,1664744;61,59764714;NA;116,5163538;13,25842733;34,43529538;101,3129278;NA;84,27641624;113,2383267;107,5270109;1897430205;90,22204161;NA;98531,29565;2,643875071;0,909663139;NA;413643,7929;1959414,295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/07;103,2770918;61,67699642;NA;115,8688575;13,68400728;33,98672177;100,6673072;NA;84,32028371;117,1088613;107,2107392;1859711701;92,58472007;NA;100097,9484;2,714510456;0,897319032;NA;411462,9095;1964464,566;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/07;104,0887636;61,45414678;NA;115,9979287;13,14229717;34,6035183;100,7728908;NA;84,38349572;111,3722529;107,5815631;1837674644;110,1697079;NA;101879,558;2,509052348;0,905145006;NA;409088,736;1970286,885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/07;102,9422865;64,58184793;NA;116,6650983;13,00247655;35,43089281;100,3528084;NA;84,90836898;117,5888959;109,3262858;1952218920;100,9005706;NA;103619,2533;2,379917936;0,89965508;NA;404353,9444;1972563,134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
set/07;103,1603268;63,74901546;NA;117,2678871;12,60278068;34,37785679;101,5335244;NA;84,74215968;120,5622404;108,4904737;1804852668;97,67457772;NA;104623,7022;2,301512718;0,888051563;NA;407833,1682;1988394,964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
out/07;104,9594688;66,05028102;NA;118,2474053;12,50516308;33,58501151;102,3057007;NA;85,4258311;115,3509604;109,2535379;1814748806;103,0631825;NA;106382,8904;2,292960282;0,914878801;NA;410372,7366;2003612,376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nov/07;106,0307589;66,67563739;NA;119,1815267;12,34688338;32,1550197;104,32077;NA;85,40685063;123,4295886;111,6296314;1945673155;103,4222702;NA;107564,6376;2,296370927;0,921553256;NA;413012,8214;2016516,477;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dez/07;106,8625876;65,04740894;NA;119,4302096;12,25064632;31,60295851;107,4220787;NA;85,58585985;131,332487;112,7216919;1892838448;108,5963326;NA;108232,1489;2,262561663;0,905442761;NA;416973,966;2030721,149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jan/08;108,267037;66,57270828;NA;119,0286041;12,16808392;32,08931131;107,2007684;NA;85,58566406;128,5603725;114,2162387;1971141575;106,7066161;NA;109042,5282;2,273317566;0,916358134;89,39010326;419415,0641;2044403,181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fev/08;109,5080908;68,06726165;NA;117,2321167;12,00088494;32,57620163;105,4143311;NA;86,87264563;125,2766304;114,3140694;2065190219;105,4118282;NA;110321,7457;2,217873409;0,915041596;88,62541143;423417,5101;2058140,363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mar/08;108,5892026;67,74033686;NA;117,6834179;11,62907528;31,9482933;103,6300888;NA;86,74261837;132,3668677;116,1673028;2024180163;102,0866633;NA;112064,5965;2,190479117;0,911704405;90,60100583;423322,2574;2072675,589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
abr/08;106,7979885;70,31188996;NA;118,7864839;11,55597919;31,48141444;106,8806573;NA;86,44573224;118,0550389;113,2808877;1994276048;96,08045748;NA;113584,9422;2,17906328;0,904002716;94,26281156;423997,8953;2084192,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
mai/08;102,2731626;69,63222785;NA;120,2194747;11,43888366;33,31861446;109,506466;NA;86,33723108;111,3717339;110,492204;2028620050;87,16978305;NA;114703,2838;2,282214497;0,871928269;91,2318894;425355,0816;2093555,683;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jun/08;108,3173862;70,85548107;NA;122,9879274;11,28492269;34,88515451;111,8883513;NA;87,24378667;147,4769202;118,9915945;2205154486;90,85882915;NA;116268,1761;2,188347956;0,907911499;90,16180453;426654,7742;2107814,875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
jul/08;106,1738617;70,7643126;NA;121,7906221;11,29955597;35,24059306;112,3613319;NA;86,8465563;130,1704501;116,2848627;2023385919;83,73944988;NA;116331,9423;2,139170341;0,905630493;93,45370133;426834,3834;2119675,027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ago/08;107,231414;69,9827967;NA;122,4688189;10,96808459;35,36641628;113,6600531;NA;86,15462393;128,3158447;114,6899611;1943085029;92,36951467;NA;119406,5346;2,165597118;0,921147524;94,75581488;425028,2364;2126744,511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
