date;month;quarter;year;s_1001;s_1002;s_1003;s_1004;s_1005;s_1006;s_1007;s_1008;s_1009;s_1010;s_1011;s_1012;s_1013;s_1014;s_1015;s_1016;s_1017;s_1018;s_1019;s_1020;s_1021;s_1022;s_1023;s_1024;s_1025;s_1026;s_1027;s_1028;s_1029;s_1030;s_1031;s_1032;s_1033;s_1034;s_1035;s_1036;s_1037
01/fev/16;2;1;2016;78,7;73;86;141,47;10,1;30;105,8;38,6;78,688;72,9713;88,04908868;2564296822;71,5;69,1;203792,0329;3,39;81,2;0,87;104,4;452443;2580714;5484;21,94144382;0,0040;98,7;100,9;0,0039;151,6675408;144,5573047;127,0134483;116,7054542;123,2448878;133,4746341;141,1984267;140,9784059;106,2693197;135,560848
01/mar/16;3;1;2016;91,1;81,7;100;164,55;10,7;29;107,9;40,6;80,149;80,8472;93,4962157;2504981102;97,3;63,5;202008,7812;3,47;84,8;0,88;92,4;459380;2585897;5500;21,79684414;0,0039;98;102,5;0,0040;154,9283929;144,326013;126,74672;117,0205589;123,6392714;134,3555667;141,5655426;142,6137554;103,4319289;136,4691057
01/abr/16;4;2;2016;88;75,6;91,8;150,79;10,5;28;109,1;39,5;80,2211;77,1951;89,27610421;2692924856;109,3;63,7;200958,178;3,53;86,1;0,89;90,9;455326;2579104;5528;21,67520517;0,0040;97,8;103,3;0,0040;156,5706338;143,5177873;128,3183794;118,6939529;124,5418381;138,6415093;141,8486737;142,6708009;106,0384135;137,7519153
01/mai/16;5;2;2016;91,1;77,1;90,9;129,78;10,2;29;113,2;42,1;78,6272;85,292;90,45264648;2529812832;142,6;66,5;199148,234;3,43;92;0,89;92,2;447138;2563669;5565;21,64200265;0,0039;98,1;103,8;0,0040;159,0601069;143,6182498;129,6272268;119,9995864;124,4795672;140,6518112;144,5012439;143,1844158;106,0066019;139,0192329
01/jun/16;6;2;2016;90,8;77,5;91;126,65;10,3;32;110,1;46,3;79,7509;84,9076;91,89745875;2337099254;137;61,2;193778,746;3,29;96,9;0,91;92,8;443333;2553558;5564;21,49700688;0,0038;98,8;103,9;0,0040;159,3146031;144,0347427;129,3679724;120,4915847;123,3219072;141,0315711;144,6023948;143,3991924;106,0914072;138,9914291
01/jul/16;7;3;2016;90,3;76,6;89,9;124,62;10,4;36;108,4;50,2;78,0201;78,6813;88,97746746;2482450637;127,1;55,5;193853,7093;3,23;106;0,89;93,4;439462;2541956;5571;21,4421183;0,0038;99,3;104,1;0,0040;161,3856929;144,8269338;129,7948867;119,7927335;123,5808832;141,8636573;145,3687875;143,470892;106,0277524;139,7836802
01/ago/16;8;3;2016;97,4;77,1;92,3;127,64;10,7;38;101,8;52,7;79,4389;84,3182;93,98781871;2444055389;130,5;56,3;194000,6878;3,29;106,7;0,88;91,9;437385;2540308;5604;21,45882734;0,0038;99,5;104,2;0,0040;161,3695544;145,5510685;130,015538;119,3854382;123,9269097;142,8850757;146,4445165;146,8424579;106,0171496;140,3008799
01/set/16;9;3;2016;87,7;73;91,3;123,64;11;41;102,1;55,4;77,8616;76,5223;89,18206193;2538086911;99,2;59,1;194888,3916;3,35;109;0,86;91;436812;2537795;5630;21,46177504;0,0038;99,7;103,9;0,0040;159,9979132;147,2103506;129,5734852;120,0898123;124,9926811;143,3423079;146,9277834;147,0920901;106,2397856;140,5674515
01/out/16;10;4;2016;91;77,9;91;126,34;10,8;41;104,2;53,5;78,2481;79,1633;89,2644918;2525324580;94,5;61;194032,0543;3,44;112,1;0,87;91,9;440222;2540242;5648;21,38978993;0,0038;99,9;104,3;0,0040;160,9099013;146,8570458;129,7030587;121,518881;124,755195;144,2453644;147,089404;147,224473;106,4097693;140,9188702
01/nov/16;11;4;2016;87,5;79;89,2;128,29;10,8;42;105,7;53,6;77,8065;80,841;91,83465237;2559096755;121,3;64,1;195868,0902;3,43;107;0,86;89,2;443359;2541357;5666;21,34655741;0,0037;100,1;104,6;0,0040;161,1029931;147,1213885;130,351574;122,2601462;125,6160059;144,7790723;148,2072834;147,4158648;106,3352824;141,44027
01/dez/16;12;4;2016;79,6;94,3;90,8;129,08;10,7;40;105,3;50,5;72,9601;68,4902;86,37867265;2606625930;96,5;64,8;194987,5867;3,23;108,8;0,82;92,2;433513;2512736;5671;21,29867488;0,0037;99,8;104,5;0,0040;161,0707725;143,2079595;130,2472927;123,3238095;126,8470427;145,1989316;149,4670453;147,3126737;106,4309842;141,3836939
01/jan/17;1;1;2017;74,6;82,7;85,9;130,99;10,6;38;100,1;51,7;76,0886;66,1014;80,39907831;2819995489;83,2;62;193207,5928;3,3;110,4;0,91;;441493;2521098;5674;21,25179908;0,0037;99,4;103,8;0,0040;162,3432316;143,4800547;130,1300701;121,6342733;126,1113299;145,7506875;150,2293273;147,5778365;107,3462907;141,6381845
01/fev/17;2;1;2017;79,7;73,5;80,3;146,87;10,8;34;97,5;55,1;77,8939;68,0333;85,19601879;2365695785;70,7;62,3;192722,719;3,41;115,3;0,86;;449585;2532467;5677;21,19943952;0,0037;99;103;0,0039;161,4503439;144,269195;131,0149546;120,4544208;125,1907172;147,3830952;151,0105198;156,2701711;108,0977147;141,9781162
01/mar/17;3;1;2017;98,2;88,6;91;174,48;10,8;35;97,7;58,4;80,0544;79,2752;92,70725697;2397967159;96,5;65,4;193091,3628;3,33;107,5;0,88;;456931;2538330;5676;21,19604646;0,0037;98,6;102,3;0,0039;163,1778625;145,6397523;130,0454439;120,1894211;124,0389626;148,0021042;151,0407219;156,5983385;107,1896939;142,3188636
01/abr/17;4;2;2017;84,1;82,2;84,7;153,19;11,3;35;96,1;56,6;79,379;74,7131;86,23501162;2840673002;113,7;69,7;195718,7178;3,6;109;0,86;;454095;2535725;5667;21,23827714;0,0037;98,7;102,3;0,0039;164,4832854;143,8046914;130,3445485;121,1268986;123,8901158;149,3489234;150,9198893;156,8645556;108,2937477;142,6319651
01/mai/17;5;2;2017;97,7;86,4;90,1;133,65;11,1;37;101;55,6;81,1775;82,6927;92,55109224;;;73;197220;3,59;108,5;0,9;;445456;2523356;5658;21,28075696;0,0037;99;102,5;0,0039;163,4141441;146,6520243;130,2272384;121,9384488;125,5502434;150,2002122;151,372649;157,3351493;108,1529659;143,3165986
01/jun/17;6;2;2017;91,8;86,4;88,4;128,21;11;37;96,7;52,7;79,0477;81,5441;91,31281951;;;74,3;198334,0065;3,33;108,5;;;440875;2513843;5664;21,32316268;0,0037;99,2;102,7;0,0039;161,8780511;144,598896;129,5240113;123,7187502;125,5376884;150,7709731;152,0084141;157,8228883;108,2178576;142,9153121
01/jul/17;7;3;2017;90,9;86,8;89,2;127,73;10,4;39;;53,2;78,9955;87,1404;92,3953349;;;75,1;196648,1026;3,52;;;;439591;;5657;21,2811019;0,0037;99,1;102,7;0,0039;161,2143511;146,2762432;129,1613441;122,4691908;124,2320964;151,1479005;152,783657;157,9333643;108,1637487;142,7438137
01/ago/17;8;3;2017;;;;;;;;54,2;;;;;;74,6;;;;;;;;5649;21,23422525;0,0037;;;;159,5699647;147,9291647;129,5617442;121,6364003;127,3627452;151,9338696;153,3489565;157,0015574;106,8766001;143,2148683
01/set/17;9;3;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/17;10;4;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/17;11;4;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/17;12;4;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/18;1;1;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/18;2;1;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/18;3;1;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/18;4;2;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/18;5;2;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/18;6;2;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/18;7;3;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/18;8;3;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/18;9;3;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/18;10;4;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/18;11;4;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/18;12;4;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/19;1;1;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/19;2;1;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/19;3;1;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/19;4;2;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/19;5;2;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/19;6;2;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/19;7;3;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/19;8;3;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/19;9;3;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/19;10;4;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/19;11;4;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/19;12;4;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jan/20;1;1;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/fev/20;2;1;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mar/20;3;1;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/abr/20;4;2;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/mai/20;5;2;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jun/20;6;2;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/jul/20;7;3;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/ago/20;8;3;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/set/20;9;3;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/out/20;10;4;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/nov/20;11;4;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/dez/20;12;4;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
